address,latitude,longitude,name
1901 Almaville Rd,35.93078,-86.53384,Arby's
Building 1649,38.540844,-89.871895,Burger King
7119 Hull Street Rd,37.47172,-77.52647,Waffle House
6000 Mount Moriah Rd,35.07306,-89.86339,Checkers
1116 N 2nd St,34.67747,-88.56044,SONIC Drive In
1019 W Platt St,42.0685,-90.67905,McDonald's
2608 W Main St,34.25499,-88.74964,SONIC Drive In
1683 E Shelby Dr,35.02081,-90.00758,McDonald's
1716 Highway 1 S,33.37126,-91.039305,Taco Bell
310 Big Mac Dr,36.18254,-85.46094,Taco Bell
400 Iowa Speedway Dr,41.6967,-93.0138,Arby's
207 S Dakota Ave,46.0124,-91.4833,McDonald's
281 N State Route 2,39.67614,-80.85748,Arby's
8901 Park Blvd,27.8399,-82.7628,McDonald's
6271 Glenway Ave,39.145862,-84.625642,Arby's
624 Queen City Drive,39.649606,-78.758877,Roy Rogers
1988 W Palmetto St Ste C,34.188067,-79.807648,Pita Pit
603 S Federal Ave,43.14598,-93.2009,Taco John's
4416 Royalton Rd,41.316555,-81.62608,Jimmy John's
3490 Highway 21 Byp,35.08882,-80.93148,McDonald's
6 Sperti Dr,39.02499,-84.53529,McDonald's
5322 Cypress St,32.51641,-92.19044,Taco Bell
1901 S York Rd,35.2387,-81.1946,Hardee's
6199 State Route 30,40.30521,-79.58764,McDonald's
710 Lafayette Rd,42.89592,-70.87058,McDonald's
334 Harbison Blvd Ste B,34.07447,-81.15489,Subway
454 N Broad St,39.283791,-89.881679,Hardee's
1020 Walnut St,37.764293,-89.334672,McDonald's
4145 Blue Heron Blvd,26.7839,-80.102,McDonald's
4622 Memorial Dr,33.780169,-84.239402,Burger King
21 Highland Dr,36.90219,-82.06922,Wendy's
101 Kruger St,40.04151,-80.65791,McDonalds
5101 SE 29th St,35.43536,-97.42565,Domino's Pizza
9020 Quioccasin Rd Ste B,37.6064,-77.57295,Pizza Hut
8551 N Owasso Expy,36.27804,-95.84643,Taco Bell
2006 S Wood Dr,35.60466,-95.9619,Taco Bell
1758 E Carl Albert Pkwy,34.92732,-95.74325,McDonald's
113 NW 23rd St,35.4938,-97.51435,McDonald's
210 S Adams Rd,36.13499,-96.10136,SONIC Drive In
261 Mercer Mall Rd Ste 515,37.29251,-81.166,Chick-fil-A
12 Elm Grove Crossing Mall,40.04624,-80.65398,Wendy's
2000 S Main St,36.57637,-94.76924,Sonic Drive-In
1129 W Willow Rd,36.41939,-97.89347,Domino's Pizza
9547 Middletown Mall,39.42967,-80.18469,SUBWAY
900 E 6th St,35.623339,-95.961619,Sonic Drive in
501 N Main St Ste 98,35.75176,-95.36737,SUBWAY
Mile Marker 45 South WV Turnpike,37.80249,-81.21374,Quiznos
1110 S Wood Dr,35.61214,-95.9622,Domino's Pizza
Riverside Dr,37.33271,-82.1748,Long John Silvers
1040 S Main St,34.92084,-95.77165,SONIC Drive In
910 Fairmont Ave,39.47366,-80.15249,McDonald's
1034 E Dewey Ave,35.99873,-96.09948,SONIC Drive In
77 Bridge Street Plz,40.04241,-80.66171,Domino's Pizza
1600 N Kickapoo Ave,35.34826,-96.93013,Domino's Pizza
121 Supercenter Dr,33.146005,-86.749453,Taco Bell
250 W Baltimore St,41.30546,-88.15374,AJ's Hotdogs & Gyros
1550 Main St Unit 100,40.48048,-104.92889,Quiznos
Marne Road I185,32.376167,-84.92335,Taco Bell
4959 E Broadway Ave,27.96146,-82.40218,Checkers
64 Springville Sta,33.77849,-86.43073,Taco Bell
5428 Whittlesey Blvd,32.54165,-84.94933,McDonald's
8120 6th St Lot 3,40.7025,-104.99997,McDonald's
2737 Veterans Ave,38.96903,-89.12932,Taco Bell
1901 Coliseum Pkwy,32.41795,-86.26914,SONIC Drive In
2395 6th St,39.26944,-103.7101,Taco Bell
800 E Tomichi Ave,38.54483,-106.9172,McDonald's
2110 Bloomingdale Ave,27.8938,-82.25127,Wendy's
2780 E Division St,41.28864,-88.24711,Taco Bell
3475 Bayside Lakes Blvd SE,27.94978,-80.65691,McDonald's
1995 S Springfield Ave,37.5949,-93.40256,Arby's
2560 N Highway 190,30.469153,-90.08509,Rally's
5111 Candlewood St,33.853925,-118.133318,Rubio's Coastal Grill
4702 Park Blvd N,27.8389,-82.69828,Culver's
550 US Highway 27,28.35435,-81.67643,Checkers
121 W Suffolk Ave,40.787876,-73.215634,Burger King
18730 NW 67th Ave,25.944011,-80.307097,Burger King
2601 Plover Rd,44.45318,-89.54317,McDonald's
202 N Highway 65,36.20332,-119.10428,Taco Bell
208 Stanford Shopping Ctr,37.44265,-122.17035,McDonald's
3075 S Avenue B,32.67183,-114.64962,Sonic Drive-In
445 E Holt Ave,34.063,-117.74301,McDonald's
6440 Knyghton Rd,39.87401,-86.07384,Domino's Pizza
2275 Sperry Ave,37.46462,-121.16402,Wendy's
2970 Carson St,33.83227,-118.157,McDonald's
1610 S Avenue B,32.698673,-114.650482,McDonald's
29 Lafayette Rd,42.96446,-70.83484,Dominos Pizza
1111C S Willow St,42.96055,-71.43791,Papa Gino's
985 Memorial Dr,44.44642,-72.01625,Taco Bell
76th And Good Hope Rd,43.1476,-88.0047,McDonald's
4800 Larson Beach Road,43.0177,-89.2997,McDonalds
15041 Rogers Rd,37.4656,-121.1763,Carl's Jr.
66 S Washington Ave,40.9256,-73.9967,Cusinera
13500 Hg Trueman Road,38.3458,-76.461,McDonald's
4430 E Thomas,33.4807,-111.9857,McDonald's
10 Nitro Plaza,38.412477,-81.805535,Arby's
986 Burleson Blvd,32.5628,-97.3172,McDonald's
604 E Broadway St,34.75567,-92.260864,Wendy's
17804 N Dale Mabry Hwy,28.1288,-82.503,Domino's Pizza
1301 Hwy 100,26.0711,-97.2218,Whataburger
220 East Joyce Blvd,36.124593,-94.153375,Arby's
2162 Railroad Ave,38.014596,-121.891079,Burger King
1586 S 270 E,37.0806,-113.5779,Culver's
322 S Center,37.9494,-121.2895,McDonalds
720 Northwestern Ave,40.432416,-86.915087,Jimmy John's
8843 S US Highway 31,39.34891,-85.97841,Domino's Pizza
3750 Savannah Hwy,32.80396,-80.11777,Domino's Pizza
603 US Highway 66 E,37.92987,-86.75595,SONIC Drive In
610 Fairview Blvd,41.45094,-85.24701,Taco Bell
5164 Central Ave NE,45.06212,-93.24776,Domino's Pizza
1550 Plover Rd,44.45404,-89.52152,Taco Bell
2002 Stewart Ave,44.95936,-89.66114,McDonalds
355 Willow Bnd,45.05408,-93.36826,Domino's Pizza
10 Rosedale Ctr,45.01288,-93.17548,SUBWAY
2573 Commercial Blvd,44.87949,-91.41884,Culver's
3175 Roswell Rd NE Ste B,33.84174,-84.37831,Domino's Pizza
542 John Raine Dr,37.96669,-80.77566,McDonald's
1205 W Campus Dr,44.98805,-89.64985,McDonalds
6130 Roswell Rd,33.92262,-84.37929,Domino's Pizza
4540 Shady Oak Rd S,44.92124,-93.42731,Domino's Pizza
11 NW 12th Ave Ste 113,45.78141,-122.54874,Domino's Pizza
1403 Miller Park Way,43.01613,-87.96825,Topper's Pizza
2004 Paxville Hwy,33.69803,-80.22689,Bojangles' Famous Chicken 'n Biscuits
77 Mammoth Rd,42.65132,-71.33342,Domino's Pizza
3014 Paxville Hwy,33.70352,-80.24185,Taco Bell
1948 Paxville Hwy,33.69771,-80.2252,Sonic Drive-In
1560 Laurens Rd,34.84145,-82.36014,St Louis Original Hamburgers
74 Bypass Tri City Mall,35.33401,-81.865105,McDonalds
4381 Winston Ave,39.03882,-84.50815,Gold Star Chili
458 Smithfield Ave,41.85846,-71.41146,Burger King
2271 E Jackson Blvd,37.369874,-89.644974,Taco Bell
240 Highway 65 S,45.874917923,-93.288577592,Hardee's
205 E Redlands Blvd,34.062245,-117.282055,Burger King
116 Priester Rd,35.15642,-81.47748,McDonald's
4013 Yellowstone Ave,42.90595,-112.46435,Pizza Hut
1920 Blue Lakes Blvd N,42.59605,-114.4555,Taco Bell
501 S Gilbert St,40.11412,-87.63633,Taco Bell
941 Yellowstone Ave,42.892179,-112.451453,Taco Bell
1011 S 5th Ave,42.859741,-112.435556,McDonald's
211 Northwest Byp,47.51669,-111.31658,Domino's Pizza
1575 Northgate Mile,43.51065,-112.01788,McDonald's
808 N Main St,33.40174,-104.52325,Sonic Drive-In
2001 Biscayne Blvd Ste 103,25.815647,-80.18967,Domino's Pizza
4623 Greene St NW,35.19755,-106.67978,Domino's Pizza
2307 Forest Dr Unit A,38.98032,-76.54296,Boston Market
1719 N Illinois Highway 1,39.50261,-87.680286,Wendy's
3400 Brooks St,46.839161,-114.031346,Taco Bell
402 W Cloverdale Rd,40.90724,-89.49406,McDonalds
710 Yellowstone Ave,42.88804,-112.45085,SONIC Drive In
2333 Sheriffs Posse Rd,32.78784,-108.25205,Sonic Drive-In
1350 E Park Ave,30.44191,-84.26003,Bojangles' Famous Chicken 'n Biscuits
2311 W Pierce St,32.43912,-104.25502,McDonalds
937 Trout Dr,40.77965,-82.39101,Dominos Pizza
3575 NM Hwy 528 NE Bldg 112,35.23861,-106.666664,Domino's Pizza
638 16th Street E,42.7829,-86.0797,Boston Market
4755 Saul White Blvd,32.86892,-80.01169,Waffle House
1067 Hwy 123 Bypass,34.6926,-82.9777,Captain D's
11325 State Highway 55,44.9884,-93.4235,McDonald's
631 10th St,39.145651,-121.593758,Taco Bell
2603 Columbus St,34.851792,-114.626066,Taco Bell
1595 Highway 23,34.097534,-84.010807,Krystal
2101 W Roosevelt Blvd,35.00383,-80.55617,Arby's
259 Cochituate Rd,42.302078,-71.402857,Burger King
1202 W Avenue I,34.703806,-118.151544,Burger King
2922 W US22,39.308899,-84.275672,Skyline Chili
2421 MidAmerican Industrial Dr,38.937162,-92.776891,Arby's
3384 Davis Rd NW,40.528479,-81.491579,Mcdonalds
2440 Main St,38.93825,-92.74351,Taco Bell
2201 Pine St,32.47491,-99.73059,Taco Bell
1502 Tenaha St,31.81278,-94.19553,Taco Bell
1007 E Hidalgo Ave,26.48243,-97.77043,Whataburger
2930 Fort Worth Hwy,32.75689,-97.70956,Taco Bell
1437 John C Calhoun Dr,33.48376,-80.86833,Burger King
1038 Glenwood Ave,43.07818,-75.64205,Taco Bell
302 Stockbridge Rd,42.209828,-73.345399,McDonald's
4167 N Saint Peters Pkwy,38.74606,-90.60238,Domino's Pizza
705 N State Highway 47,38.8192,-91.14124,Taco Bell
2901 Sunset Dr,41.49609,-93.67496,McDonald's
6501 Old Monroe Rd,35.04917,-80.64826,McDonald's
2316 S Maiden Ln,37.06605,-94.53206,Domino's Pizza
1966 S Old Highway 94,38.76237,-90.52917,Domino's Pizza
2025 US Highway 64 W,35.83487,-76.7649,Wendy's
161 Washington Avenue Ext,42.6957,-73.8487,McDonald's
345 Clarkson Rd,38.60361,-90.58551,Domino's Pizza
485 S Kirkwood Rd Ste 105D,38.57439,-90.40666,Domino's Pizza
703 E Atlantic St,36.72088,-78.11852,Taco Bell
111 Boone Rd,36.50394,-79.75872,Circle Drive In
6281 State Highway 23,42.44826,-75.01216,Wendy's
2904 Traemoor Villiage Dr,34.98144,-79.01292,McDonald's
2080 Hempstead Tpke,40.72447,-73.56053,Arby's
6530 Old Plank Rd,36.00568,-80.03833,McDonald's
1164 Erie Blvd W,43.22477,-75.48575,Taco Bell
1430 Cotton Grove Rd,35.78394,-80.26021,McDonalds
8560 Park Rd,35.1157,-80.85691,McDonald's
7651 State Route 96,43.02212,-77.44022,McDonald's
6213 Rock Quarry Rd Ste 102,35.72201,-78.5487,Domino's Pizza
823 E Boulevard,35.660152,-77.04835,McDonald's
314 Ellis Blvd,38.55234,-92.19534,SONIC Drive In
2419 Miamisburg-Centerville Road,39.6354,-84.2154,Fazoli's
"3581 N Gloster St, Ste C",34.30455,-88.70747,Domino's Pizza
4 Sandy Pond Rd,42.554033,-71.571141,Taco Bell
7039 Maddox Blvd,37.92497,-75.35343,McDonald's
2531 Highway 161,34.77716,-92.20211,KFC
497 City Ave S,34.72808,-88.9457,Taco Bell
600 Hopkins Corner Dr,33.10519,-82.02386,Taco Bell
4205 Fulton Industrial Blvd SW,33.76818,-84.52511,Hardee's
877 W Oglethorpe Hwy,31.82091,-81.60017,Chick-Fil-A
3316 N Cobb Pky,34.0351,-84.6759,McDonald's
2621 Dawson Road,31.617182,-84.220644,Krystal
18601 S. Dixie Highway,25.5957,-80.3549,Boston Market
7705 Dr Martin Luther King Jr St N,27.8377,-82.6469,Burger King
666 W Broward Blvd,26.1218,-80.1501,Burger King
98 South Broadview Street,35.2228,-92.3877,Sonic Drive-In
4306 Summer Ave,35.1492,-89.9172,KFC
1267 S State Road 7,26.212016,-80.204228,Burger King
2824 Lexington Rd,33.9416,-83.33083,Domino's Pizza
412 S Main St,32.58939,-82.32748,Taco Bell
825 Main St,42.08056,-72.04519,Domino's Pizza
105 12th St N,46.263498,-96.617569,McDonald's
11 Southland Dr,39.4311,-80.18581,Taco Bell
2009 Abbey Road,38.030806,-78.445495,Bojangles' Famous Chicken 'n Biscuits
825 9th St,37.638321,-121.000124,Taco Bell
4000 N Sierra Way,34.165191,-117.285309,Burger King
9384 Highway 49,30.42332,-89.09179,Taco Bell
900 Razorback Dr,47.11312,-88.58677,Taco Bell
559 River St,41.7617,-81.04664,McDonald's
190 Main St,36.9076,-121.7536,McDonald's
113 E College Ave,40.86834,-77.74635,Woody's Sloppy Dogs
2333 Sagamore Pkwy S,40.384886,-86.846225,McDonald's
1060 Wetherburn Dr,40.009045,-76.7735,Dominos Pizza
605 W Stadium Ave,40.43115,-86.91326,McDonald's
20 N Main St,37.977563,-87.563972,McDonald's
1760 Market St,39.95304,-75.16986,Saladworks
2020 SE Division St,45.50459,-122.64503,Domino's Pizza
5815 Burke Centre Pkwy,38.79826,-77.3171,Chick-Fil-A
9787 Saint Charles Rock Rd,38.721499,-90.369526,Taco Bell
633 E Springfield Rd,38.22203,-91.15257,Jack in the Box
101 Blossom Centre Blvd,41.04258,-82.731611,Taco Bell
1744 W Jesse James Rd,39.33757,-94.25191,Taco Bell
1235 N High St,39.21997,-83.6092,Taco Bell
3730 Goodfellow Blvd,38.6868,-90.27039,Rally's
708 S Neosho Blvd,36.861387,-94.38244,McDonald's
4640 Yellowstone Ave,42.91758,-112.46583,Jack In The Box
9050 Baltimore National Pike Ste 101,39.27738,-76.82457,Qdoba Mexican Grill
5282 Campbell Blvd Ste G,39.36877,-76.45232,Qdoba Mexican Grill
1133 S 5th Ave,42.85858,-112.43441,Taco Bell
596 N Frederick Ave Ste B,39.14989,-77.20907,Boston Market
831 Yellowstone Ave,42.88996,-112.45209,McDonald's
1791 Epps Bridge Pkwy,33.916665,-83.444062,McDonald's
1720 Walton Way,33.475292,-81.995946,Checkers
250 Railroad St,44.41617,-72.01582,Domino's Pizza
3409 Mercer University Dr,32.82081,-83.68963,Checkers
271 Cobb Pkwy S,33.94521,-84.51691,Krystal
7348 Spout Springs Rd,34.11054,-83.8752,Wendy's
1046 Georgia Rd,35.160043,-83.391085,Wendy's
1785 Cobb Pkwy S,33.90937,-84.49028,McDonald's
41 Cobb Pkwy S,33.95028,-84.51965,Checkers
2801 E Pinetree Blvd,30.85289,-83.95133,SONIC Drive In
8550 Roswell Rd,33.98713,-84.35143,Bojangles' Famous Chicken 'n Biscuits
1025 Highway 34 E,33.39408,-84.74383,Checkers
460 Northside Dr E,32.43899,-81.76241,McDonald's
5175 S Old Peachtree Rd,33.96943,-84.20726,Domino's Pizza
9961 Highway 92,34.08651,-84.52241,McDonald's
1031 Franklin Springs St,34.28467,-83.12738,Hardee's
2020 NE Cornell Rd Ste C,45.53049,-122.96105,Subway
1136 Miamisburg Centerville Rd,39.6277,-84.19124,Raising Cane's Chicken Fingers
2506 Lincoln Way,42.02267,-93.57964,Kum Go
2300 Interstate Cir,40.69597,-82.51341,Taco Bell
5262 Highway 557,35.11996,-81.08579,McDonald's
1220 Bennettsville Sq,34.6255,-79.68983,Domino's Pizza
8513 Westfield Blvd,39.91115,-86.13323,Domino's Pizza
2115 W Evans St Unit B,34.19143,-79.81012,Subway
96 Old Trolley Rd,32.99678,-80.18193,Waffle House
1663 S Riverside Ave,34.071207,-117.369767,El Pollo Loco
1007 Putney Rd,42.88168,-72.55782,Taco Bell
2550 Winchester Ave,38.472726,-82.627795,McDonald's
801 Temple Ave,37.2593,-77.4015,Hardee's
9510 Applecross Rd,30.19693,-81.82391,Wendy's
4301 Tinker Diagonal,35.45545,-97.44099,Subway
8412 W Dodge Rd,41.26228,-96.04327,Amigos/Kings Classic
923 N Quincy Ave,41.01352,-92.43887,Taco Bell
1129 Brown St,39.74285,-84.18287,Burger King
7277 Saltsburg Rd,40.4772,-79.7881,McDonald's
15129 Se McLoughlin Blvd,45.4137,-122.6302,Five Guys
526 Ponce De Leon Blvd,33.7743,-84.3696,McDonald's
1990 N Highway 19,28.874854,-81.688578,Burger King
2470 S Falkenburg Rd,27.92437,-82.33791,Culver's
9113 Kingston Pike,35.912247,-84.08444,Culver's
1703 Route 228 Cranberry Commons,40.6861,-80.0826,McDonald's
765 W Main St,33.0465,-97.0115,McDonald's
1201 W Main St,29.66515,-95.03096,Whataburger
10901 E 41st Street,36.1049,-95.8551,SONIC Drive In
10013 Hull St,37.44245,-77.580712,Captain D's
2678 S 108th Street,42.9956,-88.0465,Boston Market
1710 S Lynn Riggs Blvd,36.29153,-95.63113,McDonald's
3555 Tom Austin Highway,36.4902,-86.878,SONIC Drive In
925 Ruben M Torres Blvd,25.9423,-97.5328,Taco Bell
6300 Lakeworth Road,26.6185,-80.1428,SONIC Drive In
6895 Mesa Ridge Parkway,38.7181,-104.6992,Taco Bell
4520 Pinson Blvd,33.6887,-86.6876,Burger King
900 Chapman,33.3665,-97.1769,SONIC Drive In
699 Rogers Road,32.7021,-117.1917,McDonald's
8924 Quil Ceda Blvd,48.07752,-122.18676,McDonald's
100 Nasa Road 1,29.5374,-95.1189,Whataburger
6408 W Hwy 146,38.329822,-85.464239,Taco Bell
5500 Grossmont Ctr,32.7776,-117.0094,McDonald's
1920 Highway 46,35.6021,-119.3475,Jack in the Box
1650 Robert St S,44.89641,-93.08006,Burger King
33163 US Hwy 19 North,28.0736,-82.7383,Boston Market
5565 Mission Ave,33.2897,-117.2265,Mc Donalds
1002 S I 45,30.4198,-95.493,McDonald's
8700 Washington St,39.854248,-104.977887,McDonald's
5319 Elkhorn Blvd,38.68652,-121.34154,Taco Bell
4551 W Flamingo Rd,36.11543,-115.20339,Subway
2519 Park Ave,41.450683,-91.030183,Wendy's
396 W 2230 N,40.263874094,-111.665811538,JCW's
400 Shaker Rd,42.04038,-72.570076,Domino's Pizza
2225 Dublin Granville Rd,40.085692,-82.957763,Taco Bell
5701 5799 Remington Lake Ave,32.6739544,-97.414770856,Mcdonald's
1888 W Ramsey St,33.924652,-116.897376,Carl's Jr.
250 Peninger St,42.3761,-122.9001,KFC
9111 N 59th Ave,33.56917,-112.18562,Panda Express
10720 Bellefontaine Rd,38.767078373,-90.220859551,White Castle
3000 Grapevine Mills Pkwy,32.9682,-97.037051,Burger King
6233 N Second St,42.3208,-89.0574,Arby's
441 Route 211 E,41.455938901,-74.383932352,Wendy's
5130 N Sheridan Rd,41.976203,-87.655199,McDonald's
1827 N Michigan St,41.35686,-86.31194,Taco Bell
2700 Boardwalk,39.3522,-74.443636,Burger King
249 S Main St,34.737944,-82.035947,Burger King
2015 Airline Dr,32.53135,-93.7048,Arby's
2808 N Tamiami Trl,27.3612,-82.5492,Burger King
2500 N Main St,33.77035,-117.86794,Taco Bell
1604 N Main St,34.518126,-82.65484,Mcdonald's
710 Highway 51 N,35.57105,-89.64554,Sonic Drive-In
2510 E Germann Rd,33.279857,-111.797104,Del Taco
3066 N Goliad St,32.96387,-96.46465,McDonald's
701 W Boynton Beach Blvd,26.529288,-80.077123,Wendy's
2501 W Happy Valley Rd,33.71089,-112.11471,McDonald's
41 W 141 Saint,35.959502141,-96.008872244,Arby's
8456 Michigan Rd,39.90969,-86.22234,Jack in the Box
9101 L B J Fwy,32.917074,-96.74491,The People Connection
793 GA Highway 96,32.55498,-83.66166,McDonald's
2327 Oneal Ln,30.416841253,-91.03785327,Burger King
89 E Lake Mead Pkwy,36.038412105,-114.983409376,Hot Dog Heaven
5520 W Broad St,37.58877,-77.50158,McDonald's
590 Farrington Hwy,21.35768,-158.06044,Kfc
2002 N Country Club Dr,33.45178,-111.840208768,Carl's Jr.
10743 Preston Rd,32.89356,-96.80408,Wingstreet
3407 Connecticut Ave NW,38.9347126,-77.0577576,McDonald's
118 S Brand Blvd,34.145199,-118.25493,The Great Steak & Potato Co.
1480 NE Pine Island Rd,26.6654,-81.94437,Jim's Coney Island
1030 N 5th Ave,41.13256,-87.8757,McDonald's
1100 NW 54th St,25.823828,-80.215173,Wendy's
22021 W 8 Mile Rd,42.443066,-83.25988,McDonald's
1107 E State Road 44,39.52044,-85.76001,Wendy's
310 Daniel Webster Hwy,42.701994,-71.440706,Chick-fil-A
1266 US Highway 127 S,38.16841,-84.8997,Wendy's
2166 S Edwin C Moses Blvd,39.73165,-84.20746,McDonald's
8 N Broad St,33.99132,-83.72317,McDonald's
730 Route 9,41.537406,-73.900099,Burger King
1703 S College St,32.57246,-85.49903,SONIC Drive In
1416 N Richmond St,44.273959,-88.415755,Taco John's
3201 23rd Ave,40.3847,-104.7159,McDonald's
3139 W Foster Ave,41.97548,-87.707696,Charcoal Delights
1340 E 71st St,36.06032,-95.97389,SUBWAY
3709 N Tryon St,35.254958,-80.802188,Burger King
501 Old Greenville Hwy,34.6884,-82.81222,Domino's Pizza
2245 Southwest Blvd,36.130096,-96.006326,McDonald's
520 Northern Ave,39.664435,-77.707985,McDonald's
3030 Pacific Ave,37.6762,-121.7588,Subway
11216 W Bluemound Rd,43.035637516,-88.052208465,SUBWAY
700 S Us Highway 131,41.93485,-85.65239,Arby's
537 S Watson Rd,33.441588181,-112.555819107,McDonald's
5214 Oaklawn Blvd,37.25985,-77.32615,McDonald's
16171 Shady Grove Rd,39.120829958,-77.179039567,Checkers
3383 S Linden Rd,42.977599,-83.771468,Taco Bell
705 W Baseline Rd,33.377777,-111.949936,KFC
434 W 1st North St,36.21263,-83.29712,Krystal
586 Ritchie Hwy,39.07526,-76.54395,Boston Market
40 Wasden Rd,32.27055,-86.35728,McDonald's
11863 S 216th St,41.130705119,-96.25262581,Jimmy John's
410 W North Ave,41.905407,-87.983494,McDonald's
715 S Green Valley Pkwy,36.001984,-115.08361,Carl's Jr.
1791 Goucher St,40.3260278,-78.9512402,Sheetz
3075 Old Atlanta Rd,34.112624541,-84.153218357,McDonalds @ Old Atlanta
4025 E Court St,43.018926,-83.633607,Wendys
Riego De Agua 27 27,43.370112381,-8.398568084,Burger King
664 Crescent St,42.081025,-70.992588,McDonald's
14001 Livernois Ave,42.39145,-83.13985,Wendy's
23240 John R Rd,42.463028,-83.104049,Hardee's
3401 Nameoki Rd,38.72456,-90.124,Church's Chicken
5010 S Campbell Ave,32.1612,-110.9439,KFC
7910 Lake Wilson Rd,28.258131,-81.59269,SUBWAY
11375 E 21st St N,37.72257,-97.20573,SONIC Drive In
2246 Sun Ranch Village Loop,34.814591643,-106.764566088,KFC
1200 Southgate Pl,38.2173,-104.623076,Taco Bell
6601 Calhoun Memorial Hwy,34.82112,-82.58727,Jack In The Box
4140 Hunt Rd,39.226389,-84.396969,McDonald's
337 Park Ave,30.186646,-81.701507,Krystal
44133 Fairground Rd,39.73777,-81.52811,Arby's
2999 Grand Point Hwy,30.31327,-91.83192,McDonald's
597 E Tremont Ave,40.8465,-73.89353,SUBWAY
10 S West End Blvd,40.443337,-75.358228,Wendy's
322 S Broadway,42.75514,-71.2095,Taco Bell
32797 John R Rd,42.533167,-83.107078,McDonald's
5684 Thornton Ave,37.540779,-122.027399,Taco Bell
315 S 3rd St,46.80249,-100.78729,Burger King
175 Kinderkamack Rd,40.975508,-74.026685,Boston Market
18300 Wedge Pkwy,39.393373,-119.766426,Taco Bell
883 Shugart Rd,34.79093,-84.99719,Checkers
710 W McKinley Ave,41.680653,-86.192146,Arby's
302 Mall Blvd,32.004698,-81.113831,Taco Bell
9201 S Dixie Hwy,25.684879,-80.312689,Burger King
515 Stead St,40.070896,-75.318804,Dominos Pizza
3540 Sugarloaf Pkwy,39.32902,-77.35186,Pizza Hut
2250 Flint Hill Dr,42.45912,-90.67422,McDonald's
629 S Broadway,39.28383,-76.59294,Hungry Andy's
2015 North St,31.62189,-94.65292,Jack In The Box
665 Coleman Ave,37.341271,-121.910423,El Pollo Loco
206 Columbia St,31.375119,-84.936603883,Mcdonald's
800 N Grand Canyon Blvd,35.2575,-112.1912,KFC
127 Washington Ave,41.396348871,-72.855854796,McDonald's
881 Sutton Rd,42.018732,-88.203073,Wendy's
4700 Charlotte Pike,36.15243,-86.84386,McDonald's
7120 N Durango Dr,36.289861,-115.285664,Port Of Subs
2636 Midway Rd,32.984850698,-96.841671793,KFC
209 West St,41.6031,-72.6773,Wendy's
2810 E Busch Blvd,28.03285,-82.42776,Arby's
12074 Queens Blvd,40.713657,-73.829672,Dunkin' Donuts
26 Sutton Ave,42.11758,-71.85975,McDonald's
118 S Kennedy Dr,41.1433,-87.8759,KFC
5869 Antelope Rd,38.70585,-121.32781,Burger King
4850 Brained Rd,35.006111032,-85.223491593,Burger King
5503A S Semoran Blvd,28.482402,-81.309576,Checkers
1003 W Main St,34.97604076,-92.026584791,KFC
1551 W Pacheco Blvd,37.05679,-120.880872,Carls Jr
1383 Cove Rd,41.61469,-70.92949,Burger King
10525 S De Anza Blvd,37.31528,-122.03238,Subway
1151 Galleria Blvd,38.77243,-121.26633,Hot Dog On A Stick
1894 Oakland Ave,40.61252,-79.1768,Wendy's
2005 S Commerce St,33.760500853,-89.809419669,Sonic Drive-in
1089 Glennview Dr,36.072526076,-80.111235769,Bojangles' Famous Chicken 'n Biscuits
652 Main St NE,34.8058,-106.72852,McDonald's
20355 Yorba Linda Blvd,33.891277,-117.77611,Subway
3100 Boardwalk Dr,42.241800952,-83.735032975,Wendy's
14390 Air And Pkwy,38.911192723,-77.443377971,Mcdonald's
5965 W Chandler Blvd,33.304705,-111.944298,Wendy's
4997 Longley Ln,39.477563015,-119.765424233,Wendy's
4323 University Dr,34.734495306,-86.635638177,Bojangles' Famous Chicken 'n Biscuits
9756 19th St,34.133148,-117.592376543,Carl's / Green Burrito
4411 Coldwater Rd,41.11918,-85.13596,Wu's Fine Chinese Cuisine
909 S Rainbow Blvd,36.16125,-115.24393,Dairy Queen
1230 Helton Dr,34.81664,-87.66416,Dominos Pizza
7800 Hallettsville Hwy,28.86726334,-96.99492216,Chick-fil-a
2025 Westchester Ave,40.83366,-73.85684,Domino's Pizza
809 Lake Bradford Rd,30.433975,-84.30134,McDonalds
2420 E Sunshine St,37.181053,-93.2483,SONIC Drive In
3051 Coral Way,25.75049,-80.2433,Burger King
1410 W Tennessee St,30.449478,-84.305336,Panda Express
2000 S Western St,35.19251,-101.88449,McDonald's
100 S International Blvd,26.108334,-98.265081,Burger King
6706 N 95th Ave,33.532797,-112.265281,Carl's Jr.
819 Sheppard Rd,34.082208,-98.562061,McDonald's
9921 W Charleston Blvd,36.15761,-115.313484,Firehouse Subs
89 College Rd,64.84024,-147.71043,Pizza Hut
514 W Cevallos,29.410728,-98.506837,Wendy's
715 Tinkling Spring Rd,38.08115,-78.99128,McDonald's
2735 Mosley St,33.812945954,-84.633432736,Burger King
242 E Capitol Dr,43.0896,-87.9082,Church's Chicken
150 S 1st St,37.333656,-121.88872,Baja Fresh
765 Main St,42.45815,-71.13944,Burger King
26 E 33rd St,35.62315,-97.48401,Taco Bell
1218 First St,31.905965,-94.398844,Whataburger
12328 Highway 56 N,34.507508,-81.625609,Hardee's
356 Florin Rd,38.508307,-121.542957,Taco Bell
